,id,movie,chapter,character,dialog,polarity_score
5715,1064,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,"Besides, he's barking.",0.0
5716,1065,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,"Funny, he says the same about you.",0.4404
5717,1066,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,"Yes, but I'm exceptionally perceptive.",0.2144
5718,1067,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,You're brilliant.  You both are.,0.5859
5719,1068,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,Do you think we'll ever... come back?,0.0
5720,1069,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,I don’t know. I never realised how beautiful this place was.,-0.4847
5721,0,Harry Potter and the Deathly Hallows Part 1,Dark Times,Rufus Scrimgeour,"These are dark times, there is no denying.  Our world has perhaps faced no greater threat than it does today.  But I say this to our citizenry:  we, ever your servants, continue to defend your liberty and repel the forces that would seek to take it from you. Your Ministry remains strong...",0.8979
5722,1,Harry Potter and the Deathly Hallows Part 1,Dark Times,Mrs. Granger,"Hermione.  Your tea is ready, dear.",0.6249
5723,2,Harry Potter and the Deathly Hallows Part 1,Dark Times,Hermione Granger,"Coming, Mum.",0.0
5724,3,Harry Potter and the Deathly Hallows Part 1,Dark Times,Mrs. Granger,Don't you look lovely.  All packed?,-0.4717
5725,4,Harry Potter and the Deathly Hallows Part 1,Dark Times,Mr. Granger,Are you sure these biscuits are sugar-free?,0.3182
5726,5,Harry Potter and the Deathly Hallows Part 1,Dark Times,Mrs. Granger,"Quite sure, dear.  See the big bold letters that say 'Sugar Free'?  Dead giveaway.",0.7245
5727,6,Harry Potter and the Deathly Hallows Part 1,Dark Times,Mr. Granger,"Mm.  Yes. Hello, kitten.  Don't you look lovely.",-0.0956
5728,7,Harry Potter and the Deathly Hallows Part 1,Dark Times,Mrs. Granger,"Darling, don't be suspicious the biscuits taste so good, be grateful the company's so clever...",0.95
5729,8,Harry Potter and the Deathly Hallows Part 1,Dark Times,Hermione Granger,Obliviate.,0.0
5730,9,Harry Potter and the Deathly Hallows Part 1,Dark Times,Hermione Granger,Goodbye.,0.0
5731,10,Harry Potter and the Deathly Hallows Part 1,Dark Times,Ron Weasley,What are those?,0.0
5732,11,Harry Potter and the Deathly Hallows Part 1,Dark Times,Arthur Weasley,Close the door.,0.0
5733,12,Harry Potter and the Deathly Hallows Part 1,Dark Times,Arthur Weasley,"These are for the Order.  So many are on the run now, it helps them to stay connected with the rest of us.  Know they're not alone...",0.5171
5734,13,Harry Potter and the Deathly Hallows Part 1,Dark Times,Ron Weasley,C'mon.  Mum's got dinner ready.,0.3612
5735,14,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,Severus.  I was beginning to worry you'd lost your way.  Come.  I've saved you a seat.,-0.34
5736,15,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"You know our hosts, of course, Severus.  Narcissa in particular has been most hospitable.  Lucius, on the other hand, is, I fear, burdened by my presence.  Are you, Lucius?",-0.4019
5737,16,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Lucius Malfoy,My lord?,0.0
5738,17,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,Are you burdened?,-0.4019
5739,18,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Narcissa Malfoy,My lord is always welcome here.,0.4588
5740,19,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"You bring news I trust, Severus?",0.5106
5741,20,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Severus Snape,It will happen Saturday next.  At nightfall.,0.0
5742,21,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,And this information comes --,0.0
5743,22,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Severus Snape,-- from the source we discussed.,0.0
5744,23,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Corban Yaxley,"I have heard differently, my lord. Dawlish, the Auror, let slip that the Potter boy will not be moved until the thirtieth of this month, the night before he turns seventeen.",0.0
5745,24,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Severus Snape,This is a false trail.  The Auror Office no longer plays any part in the protection of Harry Potter. Those closest to him believe we have infiltrated the Ministry.,-0.4479
5746,25,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Death Eater,"Well, they've got that right, then, 'aven't they?",0.2732
5747,26,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"Pius, what say you?",0.0
5748,27,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Pius Thicknesse,"One hears many things, my lord. Whether the truth is among them is not clear.",0.0299
5749,28,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"Spoken like a true politician. You will, I think, prove most useful, Pius.  Where will he be taken?  The boy?",0.834
5750,29,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Severus Snape,"To a safehouse.  Likely the home of someone in the Order.  I'm told it has been given every manner of protection possible. Once there, it will be impractical to attack him.  We may have compromised the Ministry, but there are those who remain loyal to him.  As long as the Ministry stands, his allies within will have the means at their disposal to insure his safety.",0.7783
5751,30,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Bellatrix Lestrange,"My lord, if I might, I'd like to volunteer myself for this task. I'd like to kill the boy.",-0.1779
5752,31,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,Wormtail!  Have I not spoken to you about keeping our guest quiet?,0.0
5753,32,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Peter Pettigrew,"Yes, m-my lord.  Right away, my lord.",0.4019
5754,33,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"As inspiring as I find your bloodlust, Bellatrix, I must be the one to kill Harry Potter.  But I face an unfortunate complication.  It has recently come to my attention that my wand and Potter's share the same core. They are, in some ways, twins.  We can wound but not fatally harm one another.  Which means, if I am to kill him... I will have to do it with another's wand.",-0.3341
5755,34,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"Come now.  Surely one of you would like the honor?  What about... you, Lucius?",0.8385
5756,35,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,I require your wand.,0.0
5757,36,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,Do I detect elm?,0.0
5758,37,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Lucius Malfoy,"Yes, my lord.",0.4019
5759,38,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,And the core?,0.0
5760,39,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Lucius Malfoy,Dragon -- dragon heartstring.,0.0
5761,40,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,My wand?  You can't possibly think I would give you my wand.,0.0
5762,41,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Lucius Malfoy,"No, my lord.",0.0
5763,42,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"For those of you who do not know, we are joined tonight by Miss Charity Burbage who until recently taught at Hogwarts School of Witchcraft and Wizardry.  Her specialty was Muggle studies. It is Miss Burbage's belief that Muggles are not so different from us.",0.1531
5764,43,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,"She would, given her way, have us mate with them.  To her, the mixture of magical and Muggle blood is not an abomination but something to be encouraged.  I, of course, take a contrary view.  But we're all civilized here.  All adults.  We can agree to disagree.",0.4767
5765,44,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Charity Burbage,"Severus, please.  We're friends...",0.6597
5766,45,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,Avada Kedavra!,0.0
5767,46,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,Voldemort,Nagini... Dinner.,0.0
5768,47,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Vernon Dursley,"Come now, Dudley.  Hurry up!",0.0
5769,48,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,Time for the teary farewell.,0.0
5770,49,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Petunia Dursley,I've lived in this house twenty years.  And now -- in a single night -- I'm expected to leave.,-0.0516
5771,50,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,"They'll torture you.  Even Dudley. If they think you know where I'm going, they'll stop at noth--",-0.7269
5772,51,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Petunia Dursley,You think I don't know that?  You think I don't know what they're capable of?,0.4515
5773,52,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Petunia Dursley,"You didn't just lose a mother that night in Godric's Hollow, you know.  I lost a sister.",-0.0108
5774,53,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,Do you have any?  Magic?,0.0
5775,54,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Petunia Dursley,What a cruel thing to ask.,-0.5859
5776,55,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Vernon Dursley,"Well, this is goodbye then, boy.",0.2732
5777,56,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Dudley Dursley,I don't understand.  Isn't he coming with us?,0.0
5778,57,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Vernon Dursley,Who?,0.0
5779,58,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Dudley Dursley,Harry.,0.0
5780,59,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Vernon Dursley,Absolutely not.,0.0
5781,60,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Dudley Dursley,Why?,0.0
5782,61,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Vernon Dursley,"Well, because -- he doesn't want to, do you, boy?",0.2211
5783,62,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,"Absolutely not.  Besides, I'm just a waste of space.  Isn't that right, Vernon?",-0.4215
5784,63,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Vernon Dursley,"Come on, Dudley, we're off.",0.0
5785,64,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Dudley Dursley,I don't think you're a waste of space.,-0.4215
5786,65,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,Well... thanks.,0.6124
5787,66,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,"See you, Big D.",0.0
5788,67,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,Good riddance.,0.4404
5789,68,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Rubeus Hagrid,"All righ', 'arry?  Yeh look fit.",0.3612
5790,69,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"Yeah, he's ruddy gorgeous.  What say we get undercover before someone murders him.",0.296
5791,70,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,"I thought you were looking after the Prime Minister, Kingsley.",0.0
5792,71,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Kingsley Shacklebolt,You're more important.,0.2716
5793,72,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Bill Weasley,"Hello, Harry.  Bill Weasley.",0.0
5794,73,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Fred Weasley,Wasn't always this handsome.,0.5789
5795,74,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,George Weasley,Dead ugly.,-0.8225
5796,75,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Bill Weasley,True enough.  Owe it all to a werewolf by name of Greyback. Hope to repay the favor one day.,0.8126
5797,76,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Fleur Delacour,"You are still beautiful to me, William.",0.5994
5798,77,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Remus Lupin,"Just remember, Fleur, once you're married:  Bill takes his steaks on the raw side now.",0.0
5799,78,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Nymphadora Tonks,"My husband, the joker.  By the way, wait until you hear the news! Remus and I are --",0.2003
5800,79,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"All right, all right!  You'll all have time for a cozy catch-up later!  We've got to get the hell out of here and soon!",-0.7562
5801,80,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"Potter, you're underage, which means you've still got the Trace on you.",0.0
5802,81,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,The Trace?,0.0
5803,82,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"You sneeze and the Ministry will know who wipes your nose.  Point is, we have to use those means of transport the Trace can't detect: brooms, thestrals and the like. We'll go in pairs.  That way if anyone's out there waiting for us -- and I reckon there will be -- they won't know which Harry Potter is the real one.",0.3612
5804,83,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,The real one...?,0.0
5805,84,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,I believe you're familiar with this particular brew.,0.0
5806,85,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,No!  Absolutely not!,0.0
5807,86,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Hermione Granger,I told you he'd take it well.,0.2732
5808,87,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,If you think I'm going to let people risk their lives for me --,-0.2732
5809,88,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Ron Weasley,"Never done that before, have we?",0.0
5810,89,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,This is different.  Taking that. Becoming me -- no.,0.0
5811,90,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Fred Weasley,"Well, none of us really fancy it, mate.",0.2732
5812,91,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,George Weasley,"Yeah, imagine if something went wrong and we were stuck as scrawny, specky gits forever.",-0.4404
5813,92,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"Everyone here's of age, Potter, and they've all agreed to take the risk.",0.0
5814,93,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Mundungus Fletcher,"Technically, I've been coerced. Mundungus Fletcher, Mr. Potter. I've always been a huge admirer.",0.3818
5815,94,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"Nip it, Mundungus!  All right, Granger, as discussed.",0.0
5816,95,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Harry Potter,"Blimey, Hermione!",0.0
5817,96,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"Straight in here, if you please.",0.4939
5818,97,Harry Potter and the Deathly Hallows Part 1,The Seven Potters,Alastor Moody,"For those of you who haven't taken Polyjuice Potion before, fair warning.  It tastes like goblin piss.",-0.0772
